7	20	67	1	1	900									
0	116.366	40.0222	0	0	0	1	1	1	1	1	1	1	1	67
1	116.194	39.9366	0	0	0	1	1	1	1	1	1	1	1	67
2	116.409	40.1333	0	0	0	1	1	1	1	1	1	1	1	67
3	116.328	39.9717	0	0	0	1	1	1	1	1	1	1	1	67
4	116.462	39.9395	0	0	0	1	1	1	1	1	1	1	1	67
5	116.549	39.9231	0	0	0	1	1	1	1	1	1	1	1	67
6	116.449	39.971	0	0	0	1	1	1	1	1	1	1	1	67
7	116.456	39.9641	0	0	0	1	1	1	1	1	1	1	1	67
8	116.195	39.939	0	0	0	1	1	1	1	1	1	1	1	67
9	116.515	39.8441	0	0	0	1	1	1	1	1	1	1	1	67
10	116.072	39.6943	0	0	0	1	1	1	1	1	1	1	1	67
11	116.403	40.0634	0	0	0	1	1	1	1	1	1	1	1	67
12	116.308	40.1052	0	0	0	1	1	1	1	1	1	1	1	67
13	116.456	39.9641	0	0	0	1	1	1	1	1	1	1	1	67
14	116.449	39.971	0	0	0	1	1	1	1	1	1	1	1	67
15	116.43	39.9762	0	0	0	1	1	1	1	1	1	1	1	67
16	116.275	40.1376	0	0	0	1	1	1	1	1	1	1	1	67
17	116.428	40.0825	0	0	0	1	1	1	1	1	1	1	1	67
18	116.343	39.7972	0	0	0	1	1	1	1	1	1	1	1	67
19	116.378	40.0283	0	0	0	1	1	1	1	1	1	1	1	67
20	116.132	39.9469	360	420	60	0	0	0	0	1	0	1	1	1
21	116.365	39.9654	360	420	30	1	1	1	0	0	0	1	1	1
22	116.365	39.9654	390	450	60	0	1	1	0	1	0	0	1	1
23	116.355	39.9243	360	420	60	0	0	0	1	1	1	0	1	1
24	116.283	40.0246	390	450	60	1	1	1	0	0	0	1	1	1
25	116.355	40.0232	360	420	60	0	1	1	0	1	0	1	1	1
26	116.263	40.2182	540	600	60	1	0	0	1	0	1	0	1	1
27	116.47	40.0151	60	120	60	0	0	1	1	0	0	1	1	1
28	116.353	40.0644	180	240	60	0	0	0	1	0	0	1	1	1
29	116.482	40.0468	375	435	60	0	0	1	0	0	0	1	1	1
30	116.419	39.9971	525	585	60	0	1	1	1	0	1	0	1	1
31	116.381	40.043	90	150	30	1	0	0	0	1	1	1	1	1
32	116.355	40.0232	180	240	60	0	1	1	0	0	0	1	1	1
33	116.355	39.9243	360	420	60	1	1	0	1	1	0	0	1	1
34	116.413	39.9083	480	540	60	1	0	0	0	1	1	1	1	1
35	116.339	40.0805	60	120	60	1	1	0	0	0	0	1	1	1
36	116.132	39.9469	120	180	60	0	0	0	1	0	1	0	1	1
37	116.282	40.1195	180	240	60	1	1	1	0	0	0	0	1	1
38	116.212	40.1269	480	540	60	1	0	1	0	1	1	0	1	1
39	116.379	39.9744	60	120	60	0	0	0	1	1	0	0	1	1
40	116.387	39.9303	180	240	60	0	0	0	0	1	1	1	1	1
41	116.132	39.9469	390	450	60	0	1	0	1	0	0	1	1	1
42	116.132	39.9469	450	510	60	0	0	0	1	1	1	0	1	1
43	116.426	39.9273	480	540	60	0	1	1	1	0	1	0	1	1
44	116.435	39.9129	360	420	60	0	1	0	0	0	1	1	1	1
45	116.429	39.8724	480	540	30	0	0	1	0	1	0	0	1	1
46	116.334	39.8897	45	105	60	1	0	0	1	0	0	1	1	1
47	116.439	39.9462	180	240	60	0	0	0	1	1	1	1	1	1
48	116.132	39.9469	390	450	60	0	1	1	0	0	0	1	1	1
49	116.2	39.9154	510	570	60	1	0	1	1	0	1	0	1	1
50	116.425	39.8714	60	120	30	0	0	1	0	0	0	1	1	1
51	116.404	39.8145	150	210	30	0	1	1	1	0	1	0	1	1
52	116.404	39.8145	180	240	60	0	0	0	0	1	1	0	1	1
53	116.615	39.928	360	420	30	1	1	0	1	1	0	0	1	1
54	116.442	39.9013	510	570	60	1	0	0	1	1	0	0	1	1
55	116.116	39.9438	180	240	60	1	1	1	0	1	0	0	1	1
56	116.405	39.9031	180	240	60	1	0	0	1	1	0	1	1	1
57	116.405	39.9031	60	120	60	1	1	0	0	0	1	0	1	1
58	116.411	40.0105	180	240	60	1	1	0	0	0	1	0	1	1
59	116.405	39.9031	480	540	60	0	1	0	0	0	0	1	1	1
60	116.357	39.928	60	120	60	1	1	0	0	0	1	1	1	1
61	116.378	40.0283	180	240	60	1	1	1	0	0	1	0	1	1
62	116.132	39.9469	360	420	60	0	0	1	0	0	0	1	1	1
63	116.446	40.0713	60	120	60	0	1	0	1	0	1	0	1	1
64	116.303	40.1502	510	570	60	1	1	0	0	0	0	1	1	1
65	116.411	39.9777	90	150	30	1	0	0	1	0	0	0	1	1
66	116.653	40.0231	150	210	30	0	1	1	0	0	1	1	1	1
67	116.653	40.0231	180	240	60	1	1	0	0	1	1	0	1	1
68	116.355	39.9243	360	420	60	0	0	0	1	1	1	0	1	1
69	116.413	39.9083	480	540	60	0	1	1	0	0	1	1	1	1
70	116.339	40.0805	60	120	60	0	0	1	0	0	0	1	1	1
71	116.352	40.0627	360	420	60	0	1	0	1	1	1	0	1	1
72	116.12	40.5053	525	585	60	0	0	1	1	0	0	0	1	1
73	116.328	40.085	60	120	60	0	0	1	1	1	1	0	1	1
74	116.388	39.9824	180	240	60	1	0	0	0	1	1	0	1	1
75	116.353	40.0644	330	390	60	1	1	1	0	1	0	0	1	1
76	116.126	40.5235	480	540	60	0	0	1	1	0	0	0	1	1
77	116.379	39.9744	60	120	60	1	1	0	1	0	0	1	1	1
78	116.387	39.9303	180	240	60	0	0	0	0	1	0	1	1	1
79	116.242	39.2532	390	450	60	1	0	0	1	1	0	0	1	1
80	116.458	39.9232	75	135	30	1	0	0	0	1	1	0	1	1
81	116.239	39.9328	360	420	40	0	0	1	0	0	1	1	1	1
82	116.702	39.9683	390	450	60	0	0	1	0	1	0	0	1	1
83	116.276	40.0067	510	570	60	0	0	1	1	1	0	1	1	1
84	116.276	40.0067	570	630	30	1	0	0	1	1	0	0	1	1
85	116.411	40.0105	180	240	60	1	0	1	1	0	0	0	1	1
86	116.577	39.8126	390	450	60	1	1	0	0	0	1	0	1	1

