0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	30	30	30	30	10	20	20	40	20	50	20	20	40	40	20	30	60	40	60	30	30	30	30	50	20	20	40	30	30	30	70	60	50	20	30	20	50	30	30	30	20	10	40	50	20	50	20	30	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	20	10	10	30	30	40	60	40	60	30	20	30	50	40	10	60	60	60	40	10	50	20	60	40	40	30	30	20	50	50	80	50	40	20	40	30	20	10	50	40	30	60	60	40	70	40	10	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	30	30	30	20	20	20	50	20	50	20	30	40	40	20	30	60	50	60	40	30	30	30	50	20	20	40	30	30	30	60	60	50	20	30	20	50	30	30	30	20	10	40	50	20	50	20	30	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	30	30	30	30	10	20	20	40	20	50	20	20	40	40	20	30	60	40	60	30	30	30	30	50	20	20	40	30	30	30	70	60	50	20	30	20	50	30	30	30	20	10	40	50	20	50	20	30	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	30	30	30	20	20	20	50	20	50	20	30	40	40	20	30	60	50	60	40	30	30	30	50	20	20	40	30	30	30	60	60	50	20	30	20	50	30	30	30	20	10	40	50	20	50	20	30	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	40	30	20	30	40	30	30	60	40	60	40	20	20	40	50	20	80	50	80	30	20	50	0	70	50	50	20	20	10	50	70	90	60	40	40	30	30	10	20	50	40	30	60	70	50	70	50	20	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	30	30	30	20	30	30	50	20	50	0	30	50	50	20	40	50	50	50	40	40	20	40	40	20	20	50	40	40	30	60	50	40	20	30	30	60	40	40	30	20	20	30	40	20	40	20	30	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	60	40	50	40	20	20	40	40	40	40	30	30	20	50	50	80	30	80	10	40	40	30	70	50	50	40	20	30	50	90	80	70	40	60	30	50	30	40	50	40	30	50	70	50	70	50	40	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	50	40	40	40	60	60	70	90	60	90	60	50	50	70	70	30	80	90	80	70	40	80	40	90	70	70	40	60	50	80	70	100	70	70	40	70	30	40	30	80	70	50	90	80	70	90	70	40	70
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	30	30	30	20	30	30	50	20	50	0	30	50	50	20	40	50	50	50	40	40	20	40	40	20	20	50	40	40	30	60	50	40	20	30	30	60	40	40	30	20	20	30	40	20	40	20	30	20
